make,model,year,vin,price,mileage,transmission,engine,color,fuel type,body style,description,image URLs,source link
Pontiac,GTO,1968,0000242378R176372,55000,9727,Automatic,V8,Blue,,car,"Gateway Classic Cars of Las Vegas is excited to digitally present this classic piece of American automotive history: the 1968 Pontiac GTO. This iconic muscle car is presented in a striking blue exterior that captures the essence of its era, turning heads wherever it goes. Under the hood, you'll find a robust V8 engine paired with an automatic transmission, offering a driving experience that is both powerful and smooth. Step inside to discover a well-appointed black cloth interior that complements the car's bold exterior. The cabin is equipped with an modern AM/FM radio w CD player, providing entertainment options for your journeys. The inclusion of power steering ensures effortless maneuverability, while power brakes offer reliable stopping power, enhancing the overall driving experience. This Pontiac GTO rides on durable radial tire on American Racing 18"" wheels, contributing to a stable and comfortable ride. Safety is also a priority, as evidenced by the presence of seatbelts, ensuring peace of mind for both driver and passengers. The 4 wheel disc brakes also add to the stopping power. This 1968 Pontiac GTO is a testament to timeless design and engineering, offering a blend of style, performance, and practicality that continues to captivate enthusiasts and collectors alike. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/LVS/1363/images/watermarked/mobile480/1968-Pontiac-GTO.jpg,https://www.gatewayclassiccars.com/vehicle/lvs/1363/1968-pontiac-gto,
Pontiac,Tempest,1962,000000000162K4344,55000,2090,2 Speed Automatic,4 Cylinder,White,,car,"Gateway Classic Cars of Scottsdale is honored to digitally present this stunning 1962 Pontiac Tempest, a true icon of American automotive history. This particular model, with its pristine white exterior and striking red interior, captures the essence of early 1960s style and innovation. Under the hood lies the renowned 195ci ""Trophy 4"" inline-4 cylinder engine, paired with a smooth 2-speed automatic transmission, offering a driving experience that is both nostalgic and exhilarating. The 1962 Pontiac Tempest holds a special place in the hearts of classic car enthusiasts, celebrated for its unique engineering and design. Introduced as part of Pontiac's compact car lineup, the Tempest was revolutionary for its time, featuring a rear-mounted transaxle and independent rear suspension. These innovations contributed to its balanced handling and set it apart from its contemporaries. Over the years, the Tempest has garnered a dedicated following, admired for its blend of performance, style, and engineering prowess. This particular Tempest is believed by the seller to be all original, a rare find that adds to its allure and authenticity. The automatic convertible top allows for effortless open-air cruising, while the hub caps and radial tires maintain the car's classic aesthetic. Inside, the red vinyl interior is complemented by the addition of seatbelts, a nod to both safety and preservation of the vehicle's vintage charm. Owning a 1962 Pontiac Tempest is not just about possessing a classic car; it's about embracing a piece of automotive history that continues to captivate enthusiasts and collectors alike. This Tempest is a testament to Pontiac's legacy of innovation and style, offering a glimpse into an era when American cars were defined by their bold designs and pioneering spirit. Whether you're a seasoned collector or a newcomer to the world of classic cars, this Tempest promises to be a cherished addition to any collection. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/SCT/2236/images/watermarked/mobile480/1962-Pontiac-Tempest.jpg,https://www.gatewayclassiccars.com/vehicle/sct/2236/1962-pontiac-tempest,
Chevrolet,Impala,1966,0000168676U108347,55000,3,powerglide Automatic,427 CID V8,Blue,,car,"Gateway Classic Cars of Fort Lauderdale is proud to present this 1966 Chevrolet Impala Super Sport Convertible Resto-Mod, a timeless piece of American automotive history that combines style, power, and comfort in one stunning package. This particular model has undergone a comprehensive 3-year restoration. She boasts a striking blue sapphire exterior with a new grille, front & rear bumpers, and body side molding that complements its elegant white vinyl interior, creating a visually captivating contrast that is sure to turn heads wherever you go. Under the hood, you'll find the robust 427 CID V8 engine with Mild Cam, HEI Ignition and headers into Stainless Steel MagnaFlow Exhaust. The rebuilt Powerglide automatic transmission with new Currie Posi-Trac rear end offers a smooth and powerful driving experience that enthusiasts will appreciate. This Impala Convertible is equipped with a range of features designed to enhance your driving pleasure. Enjoy the convenience of an automatic convertible top, allowing you to effortlessly transition between open-air cruising and a more enclosed ride. The ice-cold vintage air conditioning system ensures comfort during warmer days, while the retro AM/FM radio provides entertainment for your journeys. The complete interior is new, including digital gauges, IDIDIT tilt steering column, custom billet wheel, door panels, and weatherstripping. Safety and control are prioritized with features such as anti-lock brakes, upgraded power disc brakes, power steering, plus all new suspension including but not limited to bushings, tie rods, ball joints, and coil-over shocks. making every drive a confident one. Further enhancing the driving experience, this Impala comes with radial tires for improved road handling and seatbelts for added safety. The tilt steering wheel allows for a customizable driving position, ensuring comfort for drivers of all sizes. The combination of these features makes this 1966 Chevrolet Impala Convertible not just a car, but a statement of classic automotive excellence. Whether you're a collector or simply someone who appreciates the beauty and power of vintage vehicles, this Impala is a remarkable choice that embodies the spirit of the 1960s. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/FTL/2102/images/watermarked/mobile480/1966-Chevrolet-Impala.jpg,https://www.gatewayclassiccars.com/vehicle/ftl/2102/1966-chevrolet-impala,
Chevrolet,Chevelle,1969,0000136379Z341781,55000,28784,TH400 3 Speed  Automatic,Built 396 CID V8,Blue,,car,"Experience the thrilling blend of classic American muscle and timeless style with this spectacular 1969 Chevrolet Chevelle SS396. With a stunning blue exterior that matches its blue interior, this car offers a visual experience as exciting as its driving performance. Under the hood lies a powerful and iconic Built 396 CID V8 engine, paired with a TH400 3 Speed automatic transmission - a combination that encapsulates the golden era of American muscle cars. This Chevelle SS396 is not just about power and performance. It comes equipped with a host of convenient features that make every ride enjoyable. Tune into your favorite AM/FM radio stations for a delightful auditory experience on the go. Your safety and comfort are also taken care of with power brakes and power steering that ensure a smooth and controlled driving experience. The car is also outfitted with seatbelts for added safety. Enjoy the comforts of the vinyl interior that adds a touch of classic elegance to the car. The Chevelle SS396 rolls on radial tires and rally wheels that not only enhance the vehicle's look but also offer superior road performance and handling. The cherry on top? This classic car comes with the original build sheet, an authentic document that provides historical insight into your vehicle. Discover the unique blend of power, style, and comfort with this 1969 Chevrolet Chevelle SS396. This 1969 Chevrolet Chevelle SS396 is listed by our Dallas Showroom and can be viewed in greater detail including 100+ HD pictures and an HD video at www.GatewayClassicCars.com . For additional information, please call our knowledgeable staff at (817)-310-9400 or email us at Dallas@ GatewayClassicCars.com. Our Dallas Showroom is located at 1250 Mustang Drive Suite 500, Grapevine, TX 76051. Hours: Monday through Saturday, 9 AM to 5 PM CST, please reach out to set an appointment. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/DFW/2498/images/watermarked/mobile480/1969-Chevrolet-Chevelle.jpg,https://www.gatewayclassiccars.com/vehicle/dfw/2498/1969-chevrolet-chevelle,
Dodge,Challenger,1970,0000JH29G0B251769,55000,5615,Automatic,Magnum 440  other,White,,car,"Gateway Classic Cars of Charlotte is thrilled to be introducing this stunning 1970 Dodge Challenger 440 RT Clone, a true embodiment of classic American muscle. This iconic vehicle boasts a striking white exterior that totally complements its sleek black vinyl interior, creating a timeless and captivating look. Under the hood, you'll find the powerful Magnum 440 engine paired with an automatic transmission, delivering an exhilarating driving experience that muscle car enthusiasts crave. Inside the cabin, you'll enjoy the nostalgic sounds of an AM/FM radio and cassette tape player, allowing you to relive the golden era of music while cruising down the road. The custom wheels and rally wheels add a touch of personalization and style, making this Challenger stand out in any crowd. For added convenience and safety, this vehicle is equipped with power brakes, power steering, and seatbelts, ensuring a comfortable and secure ride. The Challenger's performance is further enhanced by its radial tires and Hedman headers, providing optimal traction and exhaust flow. The rear end features non-slip Posi traction with a gear ratio of 3.51, ensuring that power is efficiently transferred to the road for a thrilling driving experience. Additionally, this vehicle comes with extra original parts, offering you the opportunity to maintain its authenticity and value. Don't miss the chance to own this remarkable 1970 Dodge Challenger 440 RT Clone, a true testament to the golden age of American muscle cars. Whether you're a collector or an enthusiast, this vehicle is sure to impress with its powerful performance, classic design, and thoughtful features. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/CHA/549/images/watermarked/mobile480/549.jpg,https://www.gatewayclassiccars.com/vehicle/cha/549/1970-dodge-challenger,
Pontiac,LeMans,1966,0000237176B126558,55000,3107,6-Speed Manual,LS1 V8,White,,car,"Gateway Classic Cars Houston Showroom is proud to present this 1966 Pontiac Lemans. This beauty has been restored from bottom to top and she rides and growls better than ever. You most certainly will be tearing the tires up on the pavement thanks to the LS3 that was installed, but more on that later. The Pearl white paint job that is done on this beauty sparkles even in the dimmest of lights, standing out in its beauty no matter where she turns. The interior was redone with class, keeping its original design the owner decided to spruce up the vinyl, adding both fresh red to the seats and applying a beautiful white headliner that pairs seamlessly with this restored classic. The woodgrain finish, sitting with the Dolphin Gauge cluster adds a dash of modernization along but mainly keeps that most desirable vintage feel one gets and searches for in a classic car, such as this. Under the hood is the real magic begins, as a massive LS3 has been dropped into this beauty, paired with Hedman headers, and even has a serpentine belt set up, which drives both the A/C (R-134A) and power steering accessories. The car is driven by 6-speed manual transmissions, so you will be able to pound out each gear intensely thanks to the hurst short shifter. So come grab up this white pearl of a hotrod today and enjoy this beautiful ride the way she was suppose to, cruising the coast on a nice sunny day!! First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/HOU/2816/images/watermarked/mobile480/1966-Pontiac-LeMans.jpg,https://www.gatewayclassiccars.com/vehicle/hou/2816/1966-pontiac-lemans,
Chevrolet,150,1956,0000000A56A097642,55000,4231,Turbo 350 Automatic,350 CID V8,Green,,car,"Gateway Classic Cars of Tulsa is proud to represent this classic 1956 Chevrolet 210, a stunning example of mid-century American automotive design. This vehicle boasts a striking tropical turquoise and white exterior that captures the essence of the era, paired with a vibrant turquoise and white vinyl interior that adds a touch of retro flair. Under the hood, you'll find a robust and tastefully upgraded 350 CID V8 engine, providing ample power for both leisurely drives and spirited cruising. The Holley EFI also adds to the modern convenience that makes driving this beauty a blast. Complementing this powerhouse is a Turbo 350 automatic transmission, ensuring smooth and effortless gear changes. Inside, the Chevrolet 210 offers a range of features designed to enhance your driving experience. The Vintage air conditioning system provides comfort on warm days, while the classic style modern AM/FM radio with Bluetooth and custom stereo set up allows you to enjoy your favorite tunes as you travel. The interior is adorned with durable vinyl, offering both style and practicality. For added convenience, this classic car is equipped with power steering and power brakes, making maneuvering and stopping a breeze. The new ""classic look"" steering wheel and column includes tilt which allows for a customizable driving position, ensuring comfort for drivers of all sizes. This Chevrolet 210 rides on custom wheels that not only enhance its visual appeal but also contribute to its performance on the road. Safety is addressed with the inclusion of seatbelts, providing peace of mind for both driver and passengers. Whether you're a collector of classic cars or simply appreciate the timeless design and engineering of the 1950s, this Chevrolet 210 offers a unique opportunity to own a piece of automotive history. Don't miss this beauty and call today! First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/TUL/469/images/watermarked/mobile480/469.jpg,https://www.gatewayclassiccars.com/vehicle/tul/469/1956-chevrolet-150,
Pontiac,GTO,1965,0000237375P342075,54000,7162,Automatic,389 CI Tri Power V8,Burgundy,,car,"Gateway Classic Cars of Tampa is proud to offer this gorgeous 1965 Pontiac GTO. Over the years it's been called the, ""Godfather, "" the ""Grandfather of all muscle cars, "" and ""The Goat."" Call it what you want, but the '65 GTO just might be the greatest of the GTOs. Song's were playing on the radio in the 60s about the mighty GTO and this ""Little GTO is really loookin' fine..."" The burgundy exterior and black interior creates a timeless look that never grows old. Under the hood, a fresh and powerful period correct 389ci (9778789) is fitted with the legendary Tri-Power setup. The current owner has added power front disc brakes, power steering, and a Turbo 350 transmission. PHS documentation and a file folder of receipts are also available and go with this Poncho at the time of sale. One look and it's easy to see this gorgeous goat has been well cared for, but don't take our word for it, come and see for yourself. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/TPA/2848/images/watermarked/mobile480/1965-Pontiac-GTO.jpg,https://www.gatewayclassiccars.com/vehicle/tpa/2848/1965-pontiac-gto,
Chevrolet,210,1957,000000VB57S253721,54000,4747,Automatic,LT1 V8,Red,,car,"Gateway Classic Cars of Tulsa is proud to represent this stunning 1957 Chevrolet 210/Bel Air Tribute, a classic embodiment of American automotive design and engineering. This iconic vehicle has been customized to fit on a 1994 Caprice/Impala frame and boasts a striking red exterior that captures the essence of the era, complemented by a charming red and white suede interior that exudes vintage appeal. Under the hood, you'll find a robust and LT1 V8 engine that came from the same 1994 Caprice/Impala SS and paired with an automatic transmission, offering a blend of power and smooth performance that makes every drive a pleasure. It truly is a classic made modern and will just fly down any highway it wanted with no hesitation. Inside, this beauty is equipped with a range of features designed to enhance your driving experience. The cold air conditioning system ensures comfort on warm days with even an extra custom dash vent that slides up when you turn the air on. The AM/FM radio provides entertainment for your journeys. The suede interior adds a touch of classic elegance, and the tilt steering wheel allows for personalized driving comfort. Even cruise control is included, offering convenience on longer trips! The exterior of this classic car is adorned with hub caps and white wall tires, adding to its timeless appeal. Safety and ease of handling are prioritized with power brakes and power steering, making it a joy to drive. Seatbelts are included for added safety, reflecting a thoughtful consideration for modern driving standards. This 1957 Chevrolet 210/Bel Air Tribute is a remarkable blend of classic style and modern convenience, making it a standout choice for enthusiasts of vintage automobiles. Whether you're cruising down the highway or showcasing it at a car show, this vehicle is sure to turn heads and evoke admiration! Don't hesitate and call today! First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://gccvehiclemedia.s3.amazonaws.com/TUL/521/images/watermarked/mobile480/1957-Chevrolet-210.jpg,https://www.gatewayclassiccars.com/vehicle/tul/521/1957-chevrolet-210,
Oldsmobile,442,1969,0000344879M309327,54000,39539,Automatic,V8,Blue,,car,"Gateway Classic Cars of Philadelphia proudly presents the 1969 Oldsmobile 442, a true icon of the muscle car era that combines performance and style in equal measure. This particular model boasts a stunning blue exterior that captures attention and admiration wherever it goes, accentuating the sleek lines and aggressive stance that the 442 is renowned for. The interior is a harmonious contrast, featuring a crisp white vinyl that exudes a sense of luxury and comfort, creating an inviting atmosphere for both driver and passengers alike. Under the hood lies a potent V8 engine, a hallmark of the 442's legendary performance pedigree. Paired with an automatic transmission, this powerhouse delivers a driving experience that is both exhilarating and smooth, making it an ideal choice for those who appreciate the thrill of the open road. The inclusion of power steering and power brakes further enhances the driving experience, ensuring precise handling and reliable stopping power for a confident ride. This 1969 Oldsmobile 442 is equipped with a range of features designed to enhance comfort and convenience. The air conditioning system provides a welcome respite from the heat, allowing for enjoyable cruising in any weather. An AM/FM radio ensures that your favorite tunes are always within reach, adding a soundtrack to your journey. The tilt steering wheel offers customizable comfort, making it easy to find the great driving position. Riding on radial tires and rally wheels, this classic car not only looks the part but also offers stability and grip on the road. Safety is not overlooked, with seatbelts included to provide peace of mind for all occupants. This Oldsmobile 442 is a testament to timeless design and engineering, offering a blend of features that cater to both the enthusiast and the everyday driver. Whether you're drawn to its historical significance or its undeniable charm, this 1969 Oldsmobile 442 is a remarkable example of automotive excellence. Come visit us at: 195 9th Ave. in Runnemede, NJ 08078. We are open Monday to Saturday, 9am to 5pm. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/PHY/1855/images/watermarked/mobile480/1969-Oldsmobile-442.jpg,https://www.gatewayclassiccars.com/vehicle/phy/1855/1969-oldsmobile-442,
Chevrolet,Monte Carlo,1972,00001H57J2K597159,54000,16295,3-speed Automatic,427ci V8,Blue,,car,"Gateway Classic Cars is proud to offer this 1972 Chevrolet Monte Carlo, 30 years, family owned restored and updated performance. a true classic of the golden era of American muscle cars. Sporting a striking metallic blue exterior, this Monte Carlo captures attention with its timeless design and bold presence with a dark sandal interior. Under the hood, this Monte Carlo is powered by a modified 500 hp 427ci V8 small block engine, 4"" stroke forged crankshaft, 800 Holley paired with a 3-speed automatic transmission, 12 bolt rear end 373 gears. This combination promises a driving experience that is both powerful and smooth. Inside, the vehicle is equipped with an am/fm radio and a CD player, providing entertainment options that cater to both classic and modern tastes. The vinyl interior is both durable and stylish, ensuring comfort for both driver and passengers. Safety and convenience are prioritized with features such as power brakes, power steering, and seatbelts, while the radial tires offer reliable traction and stability. This 1972 Chevrolet Monte Carlo is a remarkable example of classic automotive engineering, offering a blend of performance, style, and comfort that is sure to impress enthusiasts and collectors alike. Whether you're a fan of vintage cars or simply appreciate the artistry of classic design, this Monte Carlo is a vehicle that stands out in any collection. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/MWK/1660/images/watermarked/mobile480/1972-Chevrolet-Monte-Carlo.jpg,https://www.gatewayclassiccars.com/vehicle/mwk/1660/1972-chevrolet-monte-carlo,
Ford,Business Coupe,1939,00000000185166520,54000,53,5 Speed Manual,Ford 351 V8,Blue,,car,"Gateway Classic Cars of Louisville is proud to digitally present this 1939 Ford Business Coupe. Step back in time with this stunning 1939 Ford Business Coupe, a classic embodiment of automotive history paired with modern enhancements for an unforgettable driving experience. This vintage beauty boasts a striking blue exterior that captures the essence of its era, while the grey interior offers a timeless and sophisticated contrast. Under the hood, you'll find a powerful Ford 351 V8 engine, delivering performance that is seamlessly managed by a 5-speed manual transmission, ensuring a smooth and responsive ride. Inside, the coupe is equipped with an array of features designed to enhance comfort and convenience. The vinyl interior is not only durable but also adds a touch of classic elegance to the cabin. Power seats allow for easy adjustments, while the tilt steering wheel provides additional comfort and control. Safety is addressed with the inclusion of seatbelts, offering peace of mind as you cruise down the road. For entertainment, this Ford Business Coupe is fitted with an AM/FM radio, allowing you to enjoy your favorite tunes or catch up on the latest news as you travel. The vehicle rides on radial tires, which contribute to a smoother and more stable driving experience. Completing the classic look are the hub caps, which add a touch of nostalgia and style to the overall appearance of the car. This 1939 Ford Business Coupe is a remarkable blend of classic design and modern functionality, making it a standout choice for those who appreciate the charm of vintage automobiles with the benefits of contemporary features. Whether you're a collector or simply someone who appreciates the finer things in life, this coupe offers a unique opportunity to own a piece of automotive history. The 1939 Ford Business Coupe is listed by our Louisville showroom and can be viewed in greater detail including 100+HD pictures and HD video at www.gatewayclassiccars.com For additional information, please call our knowledgeable staff or email us at Louisville@ gatewayclassiccars.com - Our Louisville Showroom is located at 13576 Blue Lick Rd. Ste A. Memphis, IN 47143. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/LOU/3260/images/watermarked/mobile480/1939-Ford-Business-Coupe.jpg,https://www.gatewayclassiccars.com/vehicle/lou/3260/1939-ford-business-coupe,
Ford,Mustang,1970,0000000T02F108516,54000,4786,4-Speed Manual,347 V8,Silver Jade,,car,"Gateway Classic Cars of Philadelphia is proud to digitally present this 1970 Ford Mustang, available in a striking silver jade exterior that captures the essence of vintage style and performance. This Mustang is a testament to timeless design, featuring a sleek and captivating color that turns heads wherever it goes. The exterior is complemented by the gleaming hub caps and radial tires, which not only enhance its aesthetic appeal but also contribute to a smooth and confident drive. Step inside to discover a world of classic elegance with a white leather interior that exudes sophistication and comfort. The seats are greatly crafted to provide a luxurious driving experience, making every journey a pleasure. The interior design pays homage to the era while offering the comfort and style that enthusiasts appreciate in a classic car. Under the hood, this Mustang is powered by a formidable 347 V8 engine, delivering the performance and power that the Mustang name is renowned for. Paired with a 4-speed manual transmission, driving this classic car is an engaging experience that connects you to the road in a way that only a manual transmission can. The combination of power and control ensures that every drive is exhilarating. For your entertainment, the car is equipped with an AM/FM radio, allowing you to enjoy your favorite tunes as you cruise down the road. The inclusion of seatbelts provides an added layer of safety, ensuring peace of mind while you enjoy the open road. This 1970 Ford Mustang is more than just a car; it is a piece of automotive history that offers a unique blend of style, performance, and classic charm. The 1970 Ford Mustang is listed by our Philadelphia location and can be viewed in greater detail including 100+ HD pictures and an HD video at www.GatewayClassicCars.com . For additional information, please call our knowledgeable staff or email us today. Our Philadelphia Showroom is located at 195 9th Ave Runnemede, NJ 08078. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/PHY/1970/images/watermarked/mobile480/1970-Ford-Mustang.jpg,https://www.gatewayclassiccars.com/vehicle/phy/1970/1970-ford-mustang,
Dodge,Challenger,1973,0000JH23G3B572922,54000,29690,4 Speed Automatic,340 4bbl V8,Charcoal Gray,,car,"Gateway Classic Cars of Tampa is proud to present this 1973 Dodge Challenger. Dressed in a sophisticated charcoal gray exterior, this vehicle exudes a timeless appeal that is sure to turn heads wherever you go. The black vinyl interior complements the exterior creating a cohesive and stylish look that is both comfortable and durable. Under the hood, you'll find a powerful 340 4bbl V8 engine paired with a 4-speed automatic transmission. This combination delivers a smooth and responsive driving experience, making every journey an exciting adventure. This 1973 Dodge Challenger is not just about looks and power. It comes equipped with a range of features designed to enhance your driving experience. Enjoy the convenience of, power brakes, and power steering, which provide a comfortable and controlled ride. The performance tires, radial tires, and rally wheels not only add to the vehicle's aesthetic appeal but also contribute to its impressive road performance. For your entertainment needs, this vehicle features an AM/FM radio and a cassette tape player, allowing you to enjoy your favorite tunes as you cruise down the road. Safety is also a priority in this classic muscle car, with seatbelts included for your protection. In summary, this 1973 Dodge Challenger offers a blend of classic style and power. It's a testament to the enduring appeal of American muscle cars, and a vehicle that any enthusiast would be proud to own. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://dfdmw0t9tyfgx.cloudfront.net/TPA/2784/images/watermarked/mobile480/1973-Dodge-Challenger.jpg,https://www.gatewayclassiccars.com/vehicle/tpa/2784/1973-dodge-challenger,
Chevrolet,Camaro,1969,0000124379N651302,54000,82042,Turbo 350 Automatic,350 CID V8,Pearl White,,car,"Gateway Classic Cars of San Antonio/Austin is excited to present this 1969 Chevrolet Camaro is a stunning example of automotive excellence. Cloaked in a sleek pearl white exterior, this Camaro exudes timeless elegance and a commanding presence on the road. The black interior complements the exterior beautifully, offering a sophisticated and stylish cabin that invites you to settle in and enjoy the ride. Under the hood, this Camaro is powered by a 350 CID V8 engine, enhanced with Flotek Aluminum Heads and a Comp cam, delivering impressive performance and a thrilling driving experience. The Turbo 350 automatic transmission, equipped with a shift kit and a 2500 stall, ensures smooth and responsive gear changes, making every drive an exhilarating adventure. Inside, the Camaro is equipped with a range of features designed to enhance comfort and convenience. The AM/FM radio and CD player provide entertainment options for every journey, while the custom wheels and performance tires offer both style and improved handling. Power brakes and power steering contribute to a more controlled and enjoyable driving experience, allowing you to navigate with ease. The interior has been thoughtfully upgraded with 5th generation Chevrolet Camaro seats, providing modern comfort and support. The radial tires ensure a smooth ride, while the tilt steering wheel allows for personalized comfort and control. This 1969 Chevrolet Camaro is a remarkable blend of classic design and modern performance enhancements. It stands as a testament to the enduring appeal of the Camaro legacy, offering a driving experience that is both nostalgic and exhilarating. Whether you're a classic car enthusiast or simply seeking a unique and powerful vehicle, this Camaro is sure to impress. First Name Please provide a first name. Last Name Please provide a last name. Email Please provide an email address. Phone Number Postal Code Interest Purchase Consignment Sell Trade Other Stock Number or Description Please provide a subject. Message Please provide a message. Upload Files WARNING: Please do not upload private or confidential documents or files using this form. Drag and drop here to upload Or select files Allowed file types: JPG, PNG, GIF, PDF (max size: 10 MB) I agree to terms and conditions You must agree before submitting. Submit Form",https://gccvehiclemedia.s3.amazonaws.com/SAN/992/images/watermarked/mobile480/1969-Chevrolet-Camaro.jpg,https://www.gatewayclassiccars.com/vehicle/san/992/1969-chevrolet-camaro,
